State,Year,Open Primary Date,Primary Date,General Date,Primary Runoff Date,General Runoff Date,Special Election (Y/N),Presidential Primary,Executive Offices Only,State House District,State Senate District,National House District,National Senate,Notes,Source (Primary),Source (General if different),Source (Primary Runoff if different),,
Kentucky,2005,,,5/24/05,,,Y,,,59,,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/2005%20Special%20Election.pdf,,,,
Kentucky,2006,,5/16/06,11/7/06,,,N,,,,,,,,http://elect.ky.gov/statistics/Pages/turnoutstatistics.aspx,,,,
Kentucky,2006,,,2/14/06,,,Y,,,,37,,,,http://archive.courier-journal.com/article/20060110/NEWS01/601100398/Metro-Briefs,,,,
Kentucky,2006,,,2/14/06,,,Y,,,57,,,,,http://www.courier-journal.com/article/20060208/OPINION01/602080405/,,,,
Kentucky,2007,,5/22/07,11/6/07,,,Y,,Y,,,,,"Gov, Lt Gov, Sec State, Attorney General, Auditor of Public Arts, State Treasurer, Comm. of Ag, Appeals, District, and Circuit Judges ",http://elect.ky.gov/statistics/Pages/turnoutstatistics.aspx,,,,
Kentucky,2008,,5/20/08,11/4/08,,,N,,,,,,,,http://elect.ky.gov/statistics/Pages/turnoutstatistics.aspx,,,,
Kentucky,2008,,,2/5/08,,,Y,,,84,,,,,https://pageonekentucky.com/2008/03/25/scott-alexanders-campaign-finance-problem/,,,,
Kentucky,2008,,,2/5/08,,,Y,,,,30,,,,https://pageonekentucky.com/2008/02/05/special-election-results/,,,,
Kentucky,2008,,,2/5/08,,,Y,,,95,,,,,http://www.wkyt.com/wymt/home/headlines/15327396.html,,,,
Kentucky,2008,,,2/5/08,,,Y,,,6,,,,,https://pageonekentucky.com/2008/02/05/special-election-results/,,,,
Kentucky,2008,,,1/8/08,,,Y,,,63,,,,,https://pageonekentucky.com/2008/01/08/breaking-sannie-overly-to-win/,,,,
Kentucky,2008,,,1/8/08,,,Y,,,72,,,,,https://pageonekentucky.com/2008/01/08/breaking-sannie-overly-to-win/,,,,
Kentucky,2009,,,12/8/09,,,Y,,,,14,,,,http://www.kentucky.com/2009/12/09/1052347/14th-senate-seat-stays-republican.html,,,,
Kentucky,2009,,,12/8/09,,,Y,,,96,,,,,http://www.maysville-online.com/news/barry-webb-will-face-jill-york-for-house-seat/article_7b475018-00ec-5424-8e79-75a28f03b0b5.html,,,,
Kentucky,2009,,,8/25/09,,,Y,,,,18,,,,https://pageonekentucky.com/2009/07/22/robin-webb-faces-jack-ditty-in-special/,,,,
Kentucky,2009,,,2/10/09,,,Y,,,,32,,,,http://www.wbko.com/home/headlines/39382742.html,,,,
Kentucky,2010,,5/18/10,11/2/10,,,N,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Statistics/turnout/2006-2010/10pri.pdf,,,,
Kentucky,2010,,,2/2/10,,,Y,,,24,,,,,http://www.kentucky.com/2010/02/01/1119519/newcomers-seek-open-seat-in-state.html,,,,
Kentucky,2011,,5/17/11,11/8/11,,,Y,,Y,,,,,"Gov, Lt Gov, Sec State, Attorney General, Auditor of Public Accounts, Treasurer, Com of Ag, Circuit Judge",http://elect.ky.gov/statistics/Pages/turnoutstatistics.aspx,,,,
Kentucky,2011,,,12/20/11,,,Y,,,82,,,,,http://www.thetimestribune.com/news/local_news/regina-bunch-favored-for-vacant-seat/article_16024a51-7f54-560c-995e-ca5016cea4b1.html,,,,
Kentucky,2012,,5/22/12,11/6/12,,,N,,,,,,,,http://elect.ky.gov/statistics/Pages/turnoutstatistics.aspx,,,,
Kentucky,2012,,,12/18/12,,,Y,,,,16,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/16th%20Senatorial%20District%20Vote%20Totals%2012-18-2012.pdf,,,,
Kentucky,2012,,,11/6/12,,,Y,,,,,4,,Unexpired term,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/4th%20Congressional%20District%20Vote%20Totals%2011-6-2012.pdf,,,,
Kentucky,2012,,,11/6/12,,,Y,,,,19,,,unexpired term,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/19th%20Senatorial%20District%20Vote%20Totals%2011-6-2012.pdf,,,,
Kentucky,2012,,,11/6/12,,,Y,,,2,,,,Unexpired term,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/2ND%20Representative%20District%20Vote%20Totals%2011-13-12.pdf,,,,
Kentucky,2012,,,2/7/12,,,Y,,,53,,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/53rd%20Representative%20District%20Vote%20Totals%202-7-2012.pdf,,,,
Kentucky,2013,,,12/10/13,,,Y,,,,13,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/13th%20Senatorial%20District%20Vote%20Totals.pdf,,,,
Kentucky,2013,,,12/10/13,,,Y,,,7,,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/7th%20Representative%20District%20Vote%20Totals.pdf,,,,
Kentucky,2013,,,6/25/13,,,Y,,,56,,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/56th%20rep%20special%20election.pdf,,,,
Kentucky,2013,,,2/12/13,,,Y,,,52,,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/Special%20Election/2-12-2013%20special%20election.pdf,,,,
Kentucky,2014,,5/20/14,11/4/14,,,N,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2014/2014%20Primary%20Election%20Results.pdf,,,,
Kentucky,2015,,5/19/15,11/3/15,,,Y,,Y,,,,,"Gov, Lt Gov, Sec State, Attorney General, Treasurer, Com. Ag., ",http://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2015/2015%20primary%20results.pf.pdf,http://elect.ky.gov/SiteCollectionDocuments/Election%20Calendars/2015%20Election%20Calendar%20(LSZ)(LHT)%20approval%202-5-2014.pdf,,,
Kentucky,2015,,,3/3/15,,,Y,,,,27,,,,http://www.wkyt.com/home/headlines/Republican-Steve-West-wins-27th-Senate-District-seat-294942141.html,,,,
Kentucky,2016,,5/17/16,,,,,,,,,,,,,,,,
Kentucky,2018,,5/22/18,,,,,,,,,,,,,,,,
Kentucky,2020,,6/23/20,,,,,,,,,,,,,,,,
Kentucky,2022,,5/17/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Louisiana,1998,,,11/3/98,,,Y,,,,,,,No General Elecitons for State Legislature,http://staticresults.sos.la.gov/11031998/Default.html,,,,
Louisiana,1998,,,6/20/98,,,Y,,,10,,,,,http://staticresults.sos.la.gov/06201998/06201998_Legislative.html,,,,
Louisiana,1999,2/6/99,,3/6/99,,,Y,,,,3,,,,http://staticresults.sos.la.gov/02061999/02061999_Legislative.html,http://staticresults.sos.la.gov/03061999/03061999_Legislative.html,,,
Louisiana,1999,,,2/6/99,,,Y,,,,12,,,,http://staticresults.sos.la.gov/02061999/02061999_Legislative.html,,,,
Louisiana,1999,2/27/99,,3/27/99,,,Y,,,105,,,,,http://staticresults.sos.la.gov/02271999/02271999_Legislative.html,http://staticresults.sos.la.gov/03271999/03271999_Legislative.html,,,
Louisiana,1999,3/27/99,,5/1/99,,,Y,,,75,,,,,http://staticresults.sos.la.gov/03271999/03271999_Legislative.html,http://staticresults.sos.la.gov/05011999/05011999_Legislative.html,,,
Louisiana,1999,3/27/99,,5/1/99,,,Y,,,81,,,,,http://staticresults.sos.la.gov/03271999/03271999_Legislative.html,http://staticresults.sos.la.gov/05011999/05011999_Legislative.html,,,
Louisiana,1999,5/1/99,,5/21/99,,,Y,,,,,1,,,http://staticresults.sos.la.gov/05011999/05011999_Congressional.html,http://staticresults.sos.la.gov/05291999/05291999_Congressional.html,,,
Louisiana,1999,,10/23/99,11/20/99,,,Y,,Y,,,,,"Gov, Lt Gov, Comm. Insurance, Comm. Elections",http://staticresults.sos.la.gov/10231999/10231999_Statewide.html,,,,
Louisiana,1999,,,11/20/99,,,Y,,,,1,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,,2,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,,17,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,,37,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,2,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,27,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,39,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,43,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,51,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,56,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,60,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,71,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,76,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,93,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,99,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,1999,,,11/20/99,,,Y,,,101,,,,,,http://staticresults.sos.la.gov/11201999/11201999_Legislative.html,,,
Louisiana,2000,3/14/00,,11/7/00,,,Y,Y,,,,,,National Offices,http://staticresults.sos.la.gov/03142000/03142000_Statewide.html,,,,
Louisiana,2000,10/7/00,,,,,Y,,,11,,,,,http://staticresults.sos.la.gov/10072000/10072000_Legislative.html,,,,
Louisiana,2000,10/7/00,,11/7/00,,,Y,,,62,,,,,http://staticresults.sos.la.gov/10072000/10072000_Legislative.html,http://staticresults.sos.la.gov/11072000/11072000_Legislative.html,,,
Louisiana,2000,11/7/00,,12/9/00,,,Y,,,104,,,,,http://staticresults.sos.la.gov/11072000/11072000_Legislative.html,http://staticresults.sos.la.gov/12092000/12092000_Legislative.html,,,
Louisiana,2001,2/10/01,,3/10/01,,,Y,,,,20,,,,http://staticresults.sos.la.gov/02102001/02102001_Legislative.html,http://staticresults.sos.la.gov/03102001/03102001_Legislative.html,,,
Louisiana,2001,2/17/01,,3/17/01,,,Y,,,86,,,,,http://staticresults.sos.la.gov/02172001/02172001_Legislative.html,http://staticresults.sos.la.gov/03172001/03172001_Legislative.html,,,
Louisiana,2001,2/17/01,,3/17/01,,,Y,,,100,,,,,http://staticresults.sos.la.gov/02172001/02172001_Legislative.html,http://staticresults.sos.la.gov/03172001/03172001_Legislative.html,,,
Louisiana,2001,5/5/01,,6/2/01,,,Y,,,53,,,,,http://staticresults.sos.la.gov/05052001/05052001_Legislative.html,http://staticresults.sos.la.gov/06022001/06022001_Legislative.html,,,
Louisiana,2001,7/21/01,,8/18/01,,,Y,,,69,,,,,http://staticresults.sos.la.gov/07212001/07212001_Legislative.html,http://staticresults.sos.la.gov/08182001/08182001_Legislative.html,,,
Louisiana,2001,11/24/01,,,,,Y,,,88,,,,,http://staticresults.sos.la.gov/11242001/11242001_Legislative.html,,,,
Louisiana,2001,12/15/01,,,,,Y,,,,15,,,,http://staticresults.sos.la.gov/12152001/12152001_Legislative.html,,,,
Louisiana,2002,3/2/02,,,,,Y,,,63,,,,,http://staticresults.sos.la.gov/03022002/03022002_Legislative.html,,,,
Louisiana,2002,4/6/02,,5/4/02,,,Y,,,91,,,,,http://staticresults.sos.la.gov/04062002/04062002_Legislative.html,http://staticresults.sos.la.gov/05042002/05042002_Legislative.html,,,
Louisiana,2002,4/6/02,,,,,Y,,,102,,,,,http://staticresults.sos.la.gov/04062002/04062002_Legislative.html,,,,
Louisiana,2002,,,11/5/02,,,Y,,,,,,,National Offices,,http://staticresults.sos.la.gov/11052002/11052002_Statewide.html,,,
Louisiana,2002,12/7/02,,1/18/03,,,Y,,,12,,,,,http://staticresults.sos.la.gov/12072002/12072002_Legislative.html,http://staticresults.sos.la.gov/01182003/01182003_Legislative.html,,,
Louisiana,2002,12/7/02,,1/18/03,,,Y,,,28,,,,,http://staticresults.sos.la.gov/12072002/12072002_Legislative.html,http://staticresults.sos.la.gov/01182003/01182003_Legislative.html,,,
Louisiana,2003,1/18/03,,2/15/03,,,Y,,,,36,,,,http://staticresults.sos.la.gov/01182003/01182003_Legislative.html,http://staticresults.sos.la.gov/02152003/02152003_Legislative.html,,,
Louisiana,2003,2/15/03,,3/15/03,,,Y,,,13,,,,,http://staticresults.sos.la.gov/02152003/02152003_Legislative.html,http://staticresults.sos.la.gov/03152003/03152003_Legislative.html,,,
Louisiana,2003,,10/4/03,11/15/03,,,N,,,,,,,,http://staticresults.sos.la.gov/10042003/10042003_Legislative.html,http://staticresults.sos.la.gov/11152003/11152003_Legislative.html,,,
Louisiana,2004,3/9/04,,11/2/04,,,Y,Y,,,,,,,http://staticresults.sos.la.gov/03092004/03092004_Statewide.html,http://staticresults.sos.la.gov/11022004/Default.html,,,
Louisiana,2004,3/9/04,,4/17/04,,,Y,,,45,,,,,http://staticresults.sos.la.gov/03092004/03092004_Legislative.html,http://staticresults.sos.la.gov/04172004/04172004_Legislative.html,,,
Louisiana,2004,9/18/04,,11/2/04,,,Y,,,40,,,,,http://staticresults.sos.la.gov/09182004/09182004_Legislative.html,http://staticresults.sos.la.gov/11022004/11022004_Legislative.html,,,
Louisiana,2004,12/4/04,,,,,Y,,,,4,,,,http://staticresults.sos.la.gov/12042004/12042004_Legislative.html,,,,
Louisiana,2005,1/29/05,,2/26/05,,,Y,,,96,,,,,http://staticresults.sos.la.gov/01292005/01292005_Legislative.html,http://staticresults.sos.la.gov/02262005/02262005_Legislative.html,,,
Louisiana,2005,3/5/05,,4/2/05,,,Y,,,29,,,,,http://staticresults.sos.la.gov/03052005/03052005_Legislative.html,http://staticresults.sos.la.gov/04022005/04022005_Legislative.html,,,
Louisiana,2005,3/5/05,,4/2/05,,,Y,,,66,,,,,http://staticresults.sos.la.gov/03052005/03052005_Legislative.html,http://staticresults.sos.la.gov/04022005/04022005_Legislative.html,,,
Louisiana,2005,5/21/05,,,,,Y,,,,3,,,,http://staticresults.sos.la.gov/05212005/05212005_Legislative.html,,,,
Louisiana,2005,6/4/05,,7/9/05,,,Y,,,,6,,,,http://staticresults.sos.la.gov/06042005/06042005_Legislative.html,http://staticresults.sos.la.gov/07092005/07092005_Legislative.html,,,
Louisiana,2005,7/9/05,,,,,Y,,,87,,,,,http://staticresults.sos.la.gov/07092005/07092005_Legislative.html,,,,
Louisiana,2006,4/1/06,,4/29/06,,,Y,,,22,,,,,http://staticresults.sos.la.gov/04012006/04012006_Legislative.html,http://staticresults.sos.la.gov/04292006/04292006_Legislative.html,,,
Louisiana,2006,9/30/06,,11/7/06,,,Y,,,21,,,,,http://staticresults.sos.la.gov/09302006/09302006_Legislative.html,,,,
Louisiana,2006,9/30/06,,11/7/06,,,Y,,,97,,,,,http://staticresults.sos.la.gov/09302006/09302006_Legislative.html,,,,
Louisiana,2006,,,11/7/06,,,Y,,,,,1,,,,http://staticresults.sos.la.gov/11072006/11072006_Congressional.html,,,
Louisiana,2006,11/7/06,,12/9/06,,,Y,,,,,2,,,http://staticresults.sos.la.gov/11072006/11072006_Congressional.html,http://staticresults.sos.la.gov/12092006/12092006_Congressional.html,,,
Louisiana,2006,,,11/7/06,,,Y,,,,,3,,,,http://staticresults.sos.la.gov/11072006/11072006_Congressional.html,,,
Louisiana,2006,,,11/7/06,,,Y,,,,,4,,,,http://staticresults.sos.la.gov/11072006/11072006_Congressional.html,,,
Louisiana,2006,,,11/7/06,,,Y,,,,,5,,,,http://staticresults.sos.la.gov/11072006/11072006_Congressional.html,,,
Louisiana,2006,,,11/7/06,,,Y,,,,,6,,,,http://staticresults.sos.la.gov/11072006/11072006_Congressional.html,,,
Louisiana,2006,,,11/7/06,,,Y,,,,,7,,,,http://staticresults.sos.la.gov/11072006/11072006_Congressional.html,,,
Louisiana,2006,,,12/9/06,,,Y,,,,16,,,,,http://staticresults.sos.la.gov/12092006/12092006_Legislative.html,,,
Louisiana,2007,,,2/24/07,,,Y,,,1,,,,,,http://staticresults.sos.la.gov/02242007/02242007_Legislative.html,,,
Louisiana,2007,2/24/07,,3/31/07,,,Y,,,4,,,,,http://staticresults.sos.la.gov/02242007/02242007_Legislative.html,http://staticresults.sos.la.gov/03312007/03312007_Legislative.html,,,
Louisiana,2007,2/24/07,,3/31/07,,,Y,,,40,,,,,http://staticresults.sos.la.gov/02242007/02242007_Legislative.html,http://staticresults.sos.la.gov/03312007/03312007_Legislative.html,,,
Louisiana,2007,3/10/07,,3/31/07,,,Y,,,94,,,,,http://staticresults.sos.la.gov/03102007/03102007_Legislative.html,http://staticresults.sos.la.gov/03312007/03312007_Legislative.html,,,
Louisiana,2007,10/20/07,,11/17/07,,,N,,,,,,,,http://staticresults.sos.la.gov/10202007/10202007_Legislative.html,http://staticresults.sos.la.gov/11172007/11172007_Legislative.html,,,
Louisiana,2008,,,2/9/08,,,Y,,,6,,,,,,http://staticresults.sos.la.gov/02092008/02092008_Legislative.html,,,
Louisiana,2008,,2/9/08,,,,Y,Y,,,,,,,http://staticresults.sos.la.gov/02092008/02092008_Legislative.html,,,,
Louisiana,2008,5/3/08,3/8/08,11/4/08,4/5/08,,Y,,,,,1,,,http://staticresults.sos.la.gov/03082008/03082008_Congressional.html,,http://staticresults.sos.la.gov/04052008/04052008_Congressional.html,http://staticresults.sos.la.gov/05032008/05032008_Congressional.html,http://staticresults.sos.la.gov/11042008/11042008_Congressional.html
Louisiana,2008,5/3/08,3/8/08,11/4/08,4/5/08,,Y,,,,,6,,,http://staticresults.sos.la.gov/03082008/03082008_Congressional.html,,http://staticresults.sos.la.gov/04052008/04052008_Congressional.html,http://staticresults.sos.la.gov/05032008/05032008_Congressional.html,http://staticresults.sos.la.gov/11042008/11042008_Congressional.html
Louisiana,2008,12/6/08,10/4/08,,11/4/08,,Y,,,,,2,,,http://staticresults.sos.la.gov/10042008/10042008_Congressional.html,,http://staticresults.sos.la.gov/12062008/12062008_Congressional.html,,http://staticresults.sos.la.gov/11042008/11042008_Congressional.html
Louisiana,2008,12/6/08,10/4/08,,11/4/08,,Y,,,,,4,,,http://staticresults.sos.la.gov/10042008/10042008_Congressional.html,,http://staticresults.sos.la.gov/12062008/12062008_Congressional.html,,http://staticresults.sos.la.gov/11042008/11042008_Congressional.html
Louisiana,2008,,10/4/08,,,,Y,,,,,5,,,http://staticresults.sos.la.gov/10042008/10042008_Congressional.html,,,,
Louisiana,2008,10/4/08,,11/4/08,,,Y,,,,9,,,,http://staticresults.sos.la.gov/10042008/10042008_Legislative.html,http://staticresults.sos.la.gov/11042008/11042008_Legislative.html,,,
Louisiana,2008,10/4/08,,11/4/08,,,Y,,,18,,,,,http://staticresults.sos.la.gov/10042008/10042008_Legislative.html,http://staticresults.sos.la.gov/11042008/11042008_Legislative.html,,,
Louisiana,2008,,,11/4/08,,,Y,,,,,7,,,,http://staticresults.sos.la.gov/11042008/11042008_Congressional.html,,,
Louisiana,2008,,,11/4/08,,,Y,,,31,,,,,,http://staticresults.sos.la.gov/11042008/11042008_Legislative.html,,,
Louisiana,2008,,,12/6/08,,,Y,,,,3,,,,,http://staticresults.sos.la.gov/12062008/12062008_Legislative.html,,,
Louisiana,2009,3/7/09,,4/4/09,,,Y,,,,16,,,,http://staticresults.sos.la.gov/03072009/03072009_Legislative.html,http://staticresults.sos.la.gov/04042009/04042009_Legislative.html,,,
Louisiana,2009,4/4/09,,5/2/09,,,Y,,,,24,,,,http://staticresults.sos.la.gov/04042009/04042009_Legislative.html,http://staticresults.sos.la.gov/05022009/05022009_Legislative.html,,,
Louisiana,2009,4/4/09,,5/2/09,,,Y,,,97,,,,,http://staticresults.sos.la.gov/04042009/04042009_Legislative.html,http://staticresults.sos.la.gov/05022009/05022009_Legislative.html,,,
Louisiana,2009,8/1/09,,8/29/09,,,Y,,,,20,,,,http://staticresults.sos.la.gov/08012009/08012009_Legislative.html,http://staticresults.sos.la.gov/08292009/08292009_Legislative.html,,,
Louisiana,2009,8/1/09,,8/29/09,,,Y,,,40,,,,,http://staticresults.sos.la.gov/08012009/08012009_Legislative.html,http://staticresults.sos.la.gov/08292009/08292009_Legislative.html,,,
Louisiana,2010,2/6/10,,,,,Y,,,,5,,,,http://staticresults.sos.la.gov/02062010/02062010_Legislative.html,,,,
Louisiana,2010,5/1/10,,5/29/10,,,Y,,,63,,,,,http://staticresults.sos.la.gov/05012010/05012010_Legislative.html,http://staticresults.sos.la.gov/05292010/05292010_Legislative.html,,,
Louisiana,2010,5/1/10,,5/29/10,,,Y,,,93,,,,,http://staticresults.sos.la.gov/05012010/05012010_Legislative.html,http://staticresults.sos.la.gov/05292010/05292010_Legislative.html,,,
Louisiana,2010,,8/28/10,11/2/10,,,Y,,,,,2,,,http://staticresults.sos.la.gov/08282010/08282010_Congressional.html,http://staticresults.sos.la.gov/11022010/11022010_Congressional.html,,,
Louisiana,2010,,8/28/10,11/2/10,10/2/10,,Y,,,,,3,,,http://staticresults.sos.la.gov/08282010/08282010_Congressional.html,http://staticresults.sos.la.gov/11022010/11022010_Congressional.html,http://staticresults.sos.la.gov/10022010/10022010_Congressional.html,,
Louisiana,2010,,8/28/10,11/2/10,,,Y,,,,,4,,,http://staticresults.sos.la.gov/08282010/08282010_Congressional.html,http://staticresults.sos.la.gov/11022010/11022010_Congressional.html,,,
Louisiana,2010,,8/28/10,11/2/10,,,Y,,,,,5,,,http://staticresults.sos.la.gov/08282010/08282010_Congressional.html,http://staticresults.sos.la.gov/11022010/11022010_Congressional.html,,,
Louisiana,2010,10/2/10,,,,,Y,,,,2,,,,http://staticresults.sos.la.gov/10022010/10022010_Legislative.html,,,,
Louisiana,2010,10/2/10,,,,,Y,,,5,,,,,http://staticresults.sos.la.gov/10022010/10022010_Legislative.html,,,,
Louisiana,2010,,,11/2/10,,,Y,,,,,1,,,,http://staticresults.sos.la.gov/11022010/11022010_Congressional.html,,,
Louisiana,2010,,,11/2/10,,,Y,,,,,6,,,,http://staticresults.sos.la.gov/11022010/11022010_Congressional.html,,,
Louisiana,2011,1/22/11,,2/19/11,,,Y,,,,22,,,,http://staticresults.sos.la.gov/01222011/01222011_Legislative.html,http://staticresults.sos.la.gov/02192011/02192011_Legislative.html,,,
Louisiana,2011,1/22/11,,,,,Y,,,101,,,,,http://staticresults.sos.la.gov/01222011/01222011_Legislative.html,,,,
Louisiana,2011,4/2/11,,,,,Y,,,46,,,,,http://staticresults.sos.la.gov/04022011/04022011_Legislative.html,,,,
Louisiana,2011,4/30/11,,,,,Y,,,47,,,,,http://staticresults.sos.la.gov/04302011/04302011_Legislative.html,,,,
Louisiana,2011,10/22/11,,11/19/11,,,N,,,,,,,,http://staticresults.sos.la.gov/10222011/10222011_Legislative.html,http://staticresults.sos.la.gov/11192011/11192011_Legislative.html,,,
Louisiana,2012,,3/24/12,,,,Y,Y,,,,,,,http://staticresults.sos.la.gov/03242012/03242012_Statewide.html,,,,
Louisiana,2012,11/6/12,,,,,Y,,,,,1,,,http://staticresults.sos.la.gov/11062012/11062012_Congressional.html,,,,
Louisiana,2012,11/6/12,,,,,Y,,,,,2,,,http://staticresults.sos.la.gov/11062012/11062012_Congressional.html,,,,
Louisiana,2012,11/6/12,,12/8/12,,,Y,,,,,3,,,http://staticresults.sos.la.gov/11062012/11062012_Congressional.html,http://staticresults.sos.la.gov/12082012/12082012_Congressional.html,,,
Louisiana,2012,11/6/12,,,,,Y,,,,,4,,,http://staticresults.sos.la.gov/11062012/11062012_Congressional.html,,,,
Louisiana,2012,11/6/12,,,,,Y,,,,,5,,,http://staticresults.sos.la.gov/11062012/11062012_Congressional.html,,,,
Louisiana,2012,11/6/12,,,,,Y,,,,,6,,,http://staticresults.sos.la.gov/11062012/11062012_Congressional.html,,,,
Louisiana,2013,3/2/13,,,,,Y,,,65,,,,,http://staticresults.sos.la.gov/03022013/03022013_Legislative.html,,,,
Louisiana,2013,3/2/13,,,,,Y,,,79,,,,,http://staticresults.sos.la.gov/03022013/03022013_Legislative.html,,,,
Louisiana,2013,10/19/13,,11/16/13,,,Y,,,,,5,,,http://staticresults.sos.la.gov/10192013/10192013_Congressional.html,http://staticresults.sos.la.gov/11162013/11162013_Congressional.html,,,
Louisiana,2014,11/4/14,,,,,Y,,,,,1,,,http://staticresults.sos.la.gov/11042014/11042014_Congressional.html,,,,
Louisiana,2014,11/4/14,,,,,Y,,,,,2,,,http://staticresults.sos.la.gov/11042014/11042014_Congressional.html,,,,
Louisiana,2014,11/4/14,,,,,Y,,,,,3,,,http://staticresults.sos.la.gov/11042014/11042014_Congressional.html,,,,
Louisiana,2014,11/4/14,,,,,Y,,,,,4,,,http://staticresults.sos.la.gov/11042014/11042014_Congressional.html,,,,
Louisiana,2014,11/4/14,,12/6/14,,,Y,,,,,5,,,http://staticresults.sos.la.gov/11042014/11042014_Congressional.html,http://staticresults.sos.la.gov/12062014/12062014_Congressional.html,,,
Louisiana,2014,11/4/14,,12/6/14,,,Y,,,,,6,,,http://staticresults.sos.la.gov/11042014/11042014_Congressional.html,http://staticresults.sos.la.gov/12062014/12062014_Congressional.html,,,
Louisiana,2015,2/21/15,,,,,Y,,,26,,,,,http://staticresults.sos.la.gov/02212015/02212015_Legislative.html,,,,
Louisiana,2015,2/21/15,,,,,Y,,,49,,,,,http://staticresults.sos.la.gov/02212015/02212015_Legislative.html,,,,
Louisiana,2015,2/21/15,,3/28/15,,,Y,,,66,,,,,http://staticresults.sos.la.gov/02212015/02212015_Legislative.html,http://staticresults.sos.la.gov/03282015/03282015_Legislative.html,,,
Louisiana,2015,10/24/15,,11/21/15,,,N,,,,,,,,http://staticresults.sos.la.gov/10242015/10242015_Legislative.html,http://staticresults.sos.la.gov/11212015/Default.html,,,
Louisiana,2016,,n/a,,,,,,,,,,,,,,,,
Louisiana,2018,,n/a,,,,,,,,,,,,,,,,
Louisiana,2020,,11/3/20,,6/23/20,,,,,,,,,,,,,,
Louisiana,2022,,11/8/22,,12/10/22,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Maine,1998,,6/2/98,11/3/98,,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/bos_1998_05.pdf,,,,
Maine,2000,,6/13/00,11/7/00,,,N,,,,,,,,https://web.archive.org/web/20150316073709/http://www.maine.gov/sos/cec/elec/prior00-01.htm#jun00,,,,
Maine,2002,,,3/5/02,,,Y,,,,27,,,,,https://web.archive.org/web/20150316071307/http://www.maine.gov/sos/cec/elec/prior02-03.htm,,,
Maine,2002,,6/11/02,11/5/02,,,N,,,,,,,,https://web.archive.org/web/20150316071307/http://www.maine.gov/sos/cec/elec/prior02-03.htm,,,,
Maine,2004,,,2/3/04,,,Y,,,18,,,,,,https://web.archive.org/web/20150316073714/http://www.maine.gov/sos/cec/elec/prior04-05.htm,,,
Maine,2004,,6/8/04,11/2/04,,,N,,,,,,,,https://web.archive.org/web/20150316073714/http://www.maine.gov/sos/cec/elec/prior04-05.htm,,,,
